Order_ID,PDate,Status,Fulfilment,Sales_Channel ,ship_service_level,Style,SKU,Category,PSize,ASIN,Qty,currency,Amount,payment_by,ship_city,ship_state,ship_postal-code,ship_country,Label
183.79.250.123-10.42.0.211-443-60644-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET217,SET217-KR-PP-XL,Set,XL,B0899Y6NVG,1,INR,825.0,Debit card,Chennai,TAMIL NADU,600096.0,IN,1
10.42.0.42-52.94.232.32-46708-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0280,J0280-SKD-XXL,Set,XXL,B08QGMG4RW,1,INR,1556.0,Debit card,THIRUVANANTHAPURAM,KERALA,695009.0,IN,0
10.42.0.1-10.42.0.42-53-41543-17,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-XS,Set,XS,B0822TFD7Y,0,,,Debit card,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201309.0,IN,1
10.42.0.211-121.12.98.64-51589-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0216,J0216-BL-S,Blouse,S,B09PBXT93F,1,INR,625.0,Debit card,HYDERABAD,TELANGANA,500097.0,IN,0
172.217.6.206-10.42.0.211-443-48632-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XL,Top,XL,B08RYPWC3J,1,INR,540.0,Credit Card,KHANDWA,MADHYA PRADESH,450001.0,IN,1
202.77.129.150-10.42.0.211-80-35147-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3407,JNE3407-KR-S,kurta,S,B0893DLLWX,1,INR,249.0,Credit Card,MANGALURU,KARNATAKA,575006.0,IN,1
172.217.6.206-10.42.0.211-443-34659-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XL,kurta,XL,B09K3S4P57,1,INR,458.0,Credit Card,VADODARA,Gujarat,391101.0,IN,0
172.217.10.234-10.42.0.211-443-53425-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3294,JNE3294-KR-XXL,kurta,XXL,B07R41S1YG,1,INR,432.0,Debit card,MURWARA KATNI,MADHYA PRADESH,483504.0,IN,1
10.42.0.211-54.239.17.113-34121-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0139,J0139-KR-XXL,kurta,XXL,B091XYDRMV,1,INR,399.0,Debit card,SAMBALPUR,ODISHA,768002.0,IN,0
10.42.0.211-10.42.0.1-41704-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0154,J0154-DR-XL,Western Dress,XL,B08TZVDSYS,1,INR,377.0,Credit Card,HYDERABAD,TELANGANA,500089.0,IN,0
10.42.0.211-52.84.37.172-55001-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XXL,Set,XXL,B08YNK9K8F,1,INR,824.0,Credit Card,MAJHAULIA,BIHAR,845454.0,IN,1
10.42.0.211-106.11.92.14-37856-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3667,JNE3667-TP-M,Top,M,B098713RKD,1,INR,329.0,Credit Card,GWALIOR,MADHYA PRADESH,474001.0,IN,1
10.42.0.211-74.217.63.57-59321-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XL,Set,XL,B09RKFRBJB,1,INR,801.0,Credit Card,DAMAN,DADRA AND NAGAR,396210.0,IN,0
203.130.53.126-10.42.0.211-80-58397-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,1,INR,626.0,Credit Card,MADUKKARAI,TAMIL NADU,641105.0,IN,1
172.217.3.99-10.42.0.42-443-49859-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,1,INR,744.0,Credit Card,Karunagappally,KERALA,690573.0,IN,0
10.42.0.1-10.42.0.42-53-43631-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0343,J0343-DR-XXXL,Western Dress,3XL,B098314S8L,1,INR,744.0,Credit Card,Karunagappally,KERALA,690573.0,IN,1
172.217.7.10-10.42.0.211-443-34940-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,BL026,BL026-74BEIGE-B,Blouse,Free,B07861S95R,1,INR,383.0,Credit Card,Navi Mumbai,MAHARASHTRA,400705.0,IN,0
10.42.0.1-10.42.0.42-53-44215-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0020,J0020-SET-XL,Set,XL,B089G1KDMD,1,INR,571.0,Credit Card,CHENNAI,TAMIL NADU,600033.0,IN,1
172.217.6.238-10.42.0.42-443-60708-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET227,SET227-KR-PP-A-XL,Set,XL,B08P1G6BB1,1,INR,571.0,Credit Card,CHENNAI,TAMIL NADU,600033.0,IN,0
203.205.158.54-10.42.0.42-80-50946-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XS,kurta,XS,B08KRXDR4Y,1,INR,399.0,Credit Card,HYDERABAD,TELANGANA,500029.0,IN,0
10.42.0.151-123.125.29.138-42813-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XL,Set,XL,B09RPQV7SV,1,INR,1186.0,Credit Card,LUCKNOW,UTTAR PRADESH,226018.0,IN,0
10.42.0.211-10.42.0.1-8337-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XL,Western Dress,XL,B099NQJZPQ,1,INR,744.0,Debit card,Kalyan West,MAHARASHTRA,421301.0,IN,0
10.42.0.42-123.125.115.164-53657-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXXL,Top,3XL,B08RYPRVPV,1,INR,540.0,Debit card,BENGALURU,KARNATAKA,560076.0,IN,0
202.77.129.150-10.42.0.151-80-51639-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXL,Western Dress,XXL,B099NTSTM2,1,INR,625.0,Credit Card,Kolkata,WEST BENGAL,700032.0,IN,1
10.42.0.211-10.42.0.1-57800-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-XXL,Western Dress,XXL,B09SDZF54G,1,INR,725.0,Credit Card,NEW DELHI,DELHI,110033.0,IN,1
10.42.0.211-23.21.246.117-56963-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET304,SET304-KR-DPT-XXXL,Set,3XL,B09K3N11L8,1,INR,1115.0,Debit card,Sangli,MAHARASHTRA,415301.0,IN,0
10.42.0.151-64.71.142.124-41140-80-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3838,JNE3838-KR-XL,kurta,XL,B09TH574ZW,0,INR,463.81,Debit card,Rishra,WEST BENGAL,712249.0,IN,0
172.217.7.195-10.42.0.211-80-52105-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,1,INR,545.0,Debit card,BENGALURU,KARNATAKA,560040.0,IN,0
10.42.0.42-121.12.98.63-52300-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XXL,Set,XXL,B09M768N86,1,INR,613.0,Debit card,Aurangabad,MAHARASHTRA,431003.0,IN,1
10.42.0.211-104.254.66.16-50560-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,1,INR,486.0,Credit Card,BENGALURU,KARNATAKA,560099.0,IN,1
10.42.0.42-23.206.125.17-39533-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,1,INR,399.0,Credit Card,BENGALURU,KARNATAKA,560077.0,IN,1
10.42.0.211-10.42.0.1-38430-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-L,kurta,L,B08KS2BPL8,1,INR,399.0,Credit Card,BENGALURU,KARNATAKA,560077.0,IN,1
10.42.0.42-123.125.115.190-51974-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-XXL,Western Dress,XXL,B09SDZF54G,1,INR,725.0,Credit Card,MUMBAI,MAHARASHTRA,400097.0,IN,1
10.42.0.151-121.12.98.78-40034-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3311,JNE3311-KR-XS,kurta,XS,B07SHBLS7R,1,INR,599.0,Credit Card,CHENNAI,TAMIL NADU,600058.0,IN,0
151.101.117.140-10.42.0.211-443-55834-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3764,JNE3764-KR-M,kurta,M,B09K3TM23C,1,INR,487.0,Cash,hyderabad,TELANGANA,500084.0,IN,1
10.42.0.211-104.244.43.131-50378-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET203,SET203-KR-DPT-XL,Set,XL,B08MYRR1ZW,1,INR,449.0,Credit Card,hyderabad,TELANGANA,500084.0,IN,0
10.42.0.211-77.234.44.200-56637-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3437,JNE3437-KR-M,kurta,M,B085HP1LQR,1,INR,517.0,Credit Card,Berhampur,ODISHA,760001.0,IN,0
202.77.129.150-10.42.0.211-443-48302-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3288,JNE3288-KR-XXL,kurta,XXL,B07R5YSBYB,1,INR,442.0,Credit Card,Berhampur,ODISHA,760001.0,IN,0
10.42.0.42-119.146.74.34-52738-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XXL,kurta,XXL,B09SDZ4XRT,1,INR,725.0,Debit card,Berhampur,ODISHA,760001.0,IN,1
10.42.0.151-10.42.0.1-57326-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,1,INR,399.0,Debit card,PUNE,MAHARASHTRA,411008.0,IN,0
10.42.0.1-10.42.0.42-53-53425-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-S,Set,S,B09G2RFP14,1,INR,582.0,Debit card,PUNE,MAHARASHTRA,411007.0,IN,1
10.42.0.211-123.125.115.164-38906-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-XL,Set,XL,B09G2STB6H,1,INR,582.0,Debit card,PUNE,MAHARASHTRA,411007.0,IN,0
10.42.0.211-98.139.180.180-40601-443-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-L,Set,L,B08B3YPD63,0,,,Credit Card,HYDERABAD,TELANGANA,502319.0,IN,1
10.42.0.211-111.13.147.195-35205-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-XS,Set,XS,B0822TFD7Y,1,INR,788.0,Credit Card,GURUGRAM,HARYANA,122505.0,IN,0
10.42.0.1-10.42.0.42-53-39468-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XS,Set,XS,B08B3YKPYF,1,INR,599.0,Credit Card,NAGPUR,MAHARASHTRA,440027.0,IN,1
10.42.0.151-61.135.185.139-49806-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-S,Set,S,B09RP8VTX6,1,INR,1115.0,Credit Card,GUWAHATI,ASSAM,781036.0,IN,1
10.42.0.211-123.125.115.164-57372-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XL,kurta,XL,B082W8B28G,1,INR,435.0,Credit Card,NEW DELHI,DELHI,110078.0,IN,0
10.42.0.151-72.21.207.79-52642-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3741,JNE3741-KR-XXXL,kurta,3XL,B099NL77RF,1,INR,432.0,Credit Card,Bengaluru,KARNATAKA,560043.0,IN,1
10.42.0.151-106.11.176.1-47627-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET386,SET386-KR-NP-L,Set,L,B09K38ZCR6,1,INR,631.0,Credit Card,HYDERABAD,TELANGANA,500006.0,IN,0
172.217.10.227-10.42.0.42-443-57817-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-L,kurta,L,B08KS2BPL8,1,INR,399.0,Credit Card,BENGALURU,KARNATAKA,560055.0,IN,0
239.255.255.250-10.42.0.1-1900-54380-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,1,INR,376.0,Credit Card,BHUBANESWAR,ODISHA,751024.0,IN,1
10.42.0.211-123.125.29.220-56059-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0296,J0296-DR-XS,Western Dress,XS,B099NS29KD,1,INR,519.0,Credit Card,NEW DELHI,DELHI,110024.0,IN,1
10.42.0.211-118.123.114.134-55646-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XS,Set,XS,B09KXSVTDB,1,INR,666.0,Credit Card,BELTANGADI,KARNATAKA,574224.0,IN,0
10.42.0.211-47.88.66.107-33019-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,1,INR,807.0,Credit Card,BENGALURU,KARNATAKA,560103.0,IN,1
10.42.0.1-10.42.0.42-53-48557-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET196,SET196-KR-NP-M,Set,M,B08HK5K7KF,1,INR,799.0,Debit card,Pedaamiram,ANDHRA PRADESH,534204.0,IN,0
183.79.248.124-10.42.0.151-443-44387-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-L,Set,L,B08B3YPD63,1,INR,759.0,Debit card,GUNTUR,ANDHRA PRADESH,522006.0,IN,1
10.42.0.211-10.42.0.1-39586-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2171,JNE2171-KR-437-XL,kurta,XL,B079WYDLLS,1,INR,495.0,Debit card,Ghaziabad,UTTAR PRADESH,201002.0,IN,0
209.85.144.100-10.42.0.211-443-34898-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0373,J0373-KR-S,kurta,S,B09KXKLZ1F,1,INR,599.0,Debit card,KADAPA,ANDHRA PRADESH,516356.0,IN,1
198.11.132.221-10.42.0.211-443-40001-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0104,J0104-KR-S,kurta,S,B08BJQ4CN7,1,INR,446.0,Debit card,KADAPA,ANDHRA PRADESH,516356.0,IN,0
172.217.7.196-10.42.0.151-443-60919-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,0,INR,536.19,Credit Card,KOTTAYAM,KERALA,686006.0,IN,0
10.42.0.211-121.12.98.62-40979-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XXL,kurta,XXL,B099FCT65D,1,INR,329.0,Credit Card,AURANGABAD,MAHARASHTRA,431009.0,IN,0
172.217.10.46-10.42.0.211-443-38651-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,1,INR,399.0,Debit card,HOSKOTE,KARNATAKA,562114.0,IN,0
10.42.0.211-40.79.74.185-53775-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-M,Set,M,B08YN44FZJ,1,INR,824.0,Debit card,BENGALURU,KARNATAKA,560102.0,IN,0
10.42.0.211-10.42.0.1-42741-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,1,INR,399.0,Debit card,BENGALURU,KARNATAKA,560049.0,IN,1
10.42.0.211-10.42.0.1-30382-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,1,INR,788.0,Debit card,BENGALURU,KARNATAKA,560068.0,IN,1
10.42.0.151-59.38.112.48-52942-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XL,Western Dress,XL,B09831MSSX,1,INR,791.0,Credit Card,BENGALURU,KARNATAKA,560036.0,IN,0
10.42.0.42-37.119.25.180-46360-6882-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3735,JNE3735-KR-XXL,kurta,XXL,B09LTZV6GM,1,INR,399.0,Credit Card,BIJPUR,UTTAR PRADESH,231223.0,IN,0
10.42.0.151-125.56.239.180-54961-80-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3706,JNE3706-DR-S,Western Dress,S,B0983157NR,0,INR,393.33,Credit Card,PATNA,BIHAR,800007.0,IN,0
198.105.244.11-10.42.0.211-80-43340-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,1,INR,690.0,Debit card,WARDHA,MAHARASHTRA,442001.0,IN,1
10.42.0.211-52.84.29.154-57106-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-L,Top,L,B099S6795L,1,INR,493.0,Debit card,GURUGRAM,HARYANA,122009.0,IN,1
10.42.0.151-52.22.102.34-53632-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-L,kurta,L,B08RP49CLQ,1,INR,568.0,Credit Card,FATEHABAD,HARYANA,125050.0,IN,1
10.42.0.42-74.119.119.68-54746-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,1,INR,563.0,Credit Card,FATEHABAD,HARYANA,125050.0,IN,1
10.42.0.151-52.197.242.223-44059-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-L,Set,L,B0894YB3B1,1,INR,1133.0,Credit Card,FATEHABAD,HARYANA,125050.0,IN,1
216.58.219.238-10.42.0.42-443-48992-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-L,Set,L,B08B3YPD63,1,INR,759.0,Credit Card,FATEHABAD,HARYANA,125050.0,IN,0
192.229.173.173-10.42.0.211-80-51203-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0004,J0004-SKD-L,Set,L,B0894WMVMW,1,INR,1115.0,Credit Card,FATEHABAD,HARYANA,125050.0,IN,1
182.22.31.252-10.42.0.151-443-50783-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,Western Dress,M,B09SDXQ3X9,1,INR,771.0,Credit Card,BOKARO STEEL CITY,JHARKHAND,827013.0,IN,0
10.42.0.151-68.67.178.196-59694-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET328,SET328-KR-NP-XXL,Set,XXL,B09K3WKWR2,1,INR,635.0,Credit Card,PUNE,MAHARASHTRA,411006.0,IN,0
172.217.11.14-10.42.0.151-443-47070-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET339,SET339-KR-NP-XXL,Set,XXL,B09RSX8B8D,1,INR,654.0,Credit Card,PUNE,MAHARASHTRA,411006.0,IN,0
10.42.0.211-23.15.4.16-42465-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,1,INR,626.0,Credit Card,PUNE,MAHARASHTRA,411006.0,IN,1
173.194.206.188-10.42.0.151-5228-52787-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-L,kurta,L,B08BFLKNGJ,1,INR,486.0,Credit Card,CHENNAI,TAMIL NADU,600074.0,IN,0
10.42.0.211-10.42.0.1-40654-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3403,JNE3403-KR-XS,kurta,XS,B083171G6M,1,INR,429.0,Credit Card,HYDERABAD,TELANGANA,500010.0,IN,1
10.42.0.151-10.42.0.1-21545-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-M,kurta,M,B09K3Y42F5,1,INR,458.0,Credit Card,MUMBAI,MAHARASHTRA,400066.0,IN,0
10.42.0.211-10.42.0.1-32495-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,1,INR,788.0,Debit card,KADEGAON,MAHARASHTRA,415304.0,IN,1
10.42.0.151-106.39.169.66-55704-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,1,INR,654.0,Debit card,SHIMLA,HIMACHAL PRADESH,171005.0,IN,0
10.42.0.151-64.71.142.95-49937-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0333,J0333-DR-XXXL,Western Dress,3XL,B0983121HP,1,INR,825.0,Credit Card,NAGPUR,MAHARASHTRA,440015.0,IN,1
203.205.158.63-10.42.0.151-80-46183-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET171,SET171-KR-NP-L,Set,L,B0822SS99K,1,INR,792.0,Credit Card,HYDERABAD,TELANGANA,500064.0,IN,1
10.42.0.151-10.42.0.1-55533-53-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3612,JNE3612-KR-XL,kurta,XL,B091Q8L39S,1,INR,399.0,Debit card,PUNE,MAHARASHTRA,411028.0,IN,0
10.42.0.151-104.97.137.75-49962-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3420,JNE3420-KR-S,kurta,S,B081X3C29B,1,INR,299.0,Debit card,GUWAHATI,ASSAM,781028.0,IN,1
172.217.12.202-10.42.0.211-443-57830-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3563,JNE3563-KR-XS,kurta,XS,B09HMXSDF8,1,INR,476.0,Debit card,GUWAHATI,ASSAM,781028.0,IN,0
157.240.18.15-10.42.0.211-443-43436-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,NW003,NW003-TP-PJ-L,Set,L,B0928VL4RG,1,INR,519.0,Debit card,KONNAGAR,WEST BENGAL,712235.0,IN,0
203.205.158.37-10.42.0.42-80-38832-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,1,INR,432.0,Credit Card,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,1
10.42.0.1-10.42.0.42-53-20213-17,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,0,,,Credit Card,MULAMTHURUTHY,KERALA,682314.0,IN,1
10.42.0.211-125.39.133.40-35324-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,1,INR,399.0,Credit Card,NEW DELHI,DELHI,110034.0,IN,0
172.217.11.34-10.42.0.151-443-43595-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-M,kurta,M,B091Q9Q34N,1,INR,375.0,Credit Card,SECUNDERABAD,TELANGANA,500061.0,IN,1
172.217.10.106-10.42.0.151-443-44046-6,04-30-22,Shipped,Amazon,Amazon.in,Standard,SET328,SET328-KR-NP-L,Set,L,B09K3DV6Q9,1,INR,0.0,Credit Card,BENGALURU,KARNATAKA,560024.0,IN,0
10.42.0.211-52.84.134.65-41295-443-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,0,,,Cash,Totu,HIMACHAL PRADESH,171011.0,IN,1
203.205.179.170-10.42.0.211-80-50765-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET343,SET343-KR-NP-M,Set,M,B09NDK1LZ3,0,INR,872.38,Credit Card,UDMA,KERALA,671319.0,IN,0
183.79.249.252-10.42.0.211-443-37069-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0007,J0007-SKD-M,Set,M,B0894XZZQC,1,INR,1065.0,Credit Card,NELLORE,ANDHRA PRADESH,524004.0,IN,1
172.217.11.10-10.42.0.211-443-56493-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,1,INR,744.0,Credit Card,RAYAGIRI,TAMIL NADU,627764.0,IN,0
10.42.0.151-106.39.169.66-45230-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-M,kurta,M,B09K3Y42F5,1,INR,458.0,Credit Card,BILASPUR,HIMACHAL PRADESH,171102.0,IN,0
183.61.230.100-10.42.0.211-80-57098-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,1,INR,654.0,Credit Card,NEW DELHI,DELHI,110021.0,IN,0
10.42.0.211-52.84.29.154-57104-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,1,INR,376.0,Credit Card,Hyderabad,TELANGANA,502032.0,IN,0
172.217.10.234-10.42.0.151-443-56115-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XXXL,kurta,3XL,B09SDYSR1F,1,INR,725.0,Credit Card,KOLKATA,WEST BENGAL,700053.0,IN,0
10.42.0.211-10.42.0.1-20639-53-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET258,SET258-KR-PP-XXL,Set,XXL,B0983F138V,1,INR,881.0,Credit Card,Navsari,Gujarat,396445.0,IN,1
10.42.0.151-103.7.30.118-35482-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET352,SET352-KR-NP-L,Set,L,B09KXTGYSP,1,INR,499.0,Credit Card,Bangalore,KARNATAKA,560016.0,IN,1
131.253.61.82-10.42.0.211-443-57537-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXXL,kurta,3XL,B08RP3HQH3,1,INR,568.0,Debit card,BARNALA,PUNJAB,148109.0,IN,0
10.42.0.1-10.42.0.42-53-10483-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,1,INR,1115.0,Debit card,JAUNPUR,UTTAR PRADESH,222001.0,IN,0
172.217.11.35-10.42.0.151-80-43103-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET386,SET386-KR-NP-L,Set,L,B09K38ZCR6,1,INR,631.0,Debit card,AHMEDABAD,Gujarat,380054.0,IN,0
10.42.0.211-10.42.0.1-20379-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0199,J0199-SET-XXXL,Set,3XL,B08QGMQRLF,1,INR,476.0,Debit card,MANDYA,KARNATAKA,571401.0,IN,1
10.42.0.211-104.244.42.129-54836-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5014,MEN5014-KR-XXXL,kurta,3XL,B08YYSCF1V,1,INR,499.0,Debit card,AKOLA,MAHARASHTRA,444101.0,IN,1
